pair_ID	sentence_A	sentence_B	relatedness_score
11007	A nova previsão é pior do que o recuo de 41% previsto até então pela associação.	Foi o pior setembro na comercialização de veículos em nove anos.	1.5
11008	O técnico Roger Machado não vai poder contar com o volante Edinho pelos próximos 30 dias.	O técnico Roger Machado demorará um mês para ter novamente Edinho à sua disposição.	4.75
11009	O novo presidente assumirá o mandato a 10 de dezembro.	A Constituição impede a presidente de buscar um terceiro mandato.	2.0
11010	Nas eleições, Erdogan abandonou a neutralidade recomendada para seu cargo e fez campanha aberta para o AKP.	Erdogan deixou a liderança do AKP para se candidatar à presidência.	2.75
11011	Agora estou feliz de poder realizar este sonho.	Estou muito feliz de poder vestir a camisa do Palmeiras.	2.25
11012	Na noite deste domingo, a súmula da partida relatou ofensas do dirigente.	Sandro Meira Ricci ouviu e relatou na súmula as ofensas aos árbitros que ele teria dito ao celular.	3.25
11013	O déficit no mês passado anulou o superávit primário de R$ 6,626 bilhões acumulado de janeiro a maio.	No primeiro semestre do ano passado, houve superávit primário de R$ 29,380 bilhões.	3.0
11014	O colunista Fernando Oliveira, da Folha de S. Paulo, anunciou nesta manhã quem será o campeão.	Quatro dias antes da final a Folha de S. Paulo afirmava que Izabel seria a campeã.	3.0
11015	Robinho tem certeza de que o Palmeiras estará na Libertadores neste ano.	Robinho foi uma das 25 contratações do Palmeiras para esta temporada.	1.75
11016	Programação da Band nesta terça-feira foi totalmente pautada na final do programa.	A final do Masterchef é nesta terça-feira (15), a partir das 22h30, na Band.	2.5
11017	Com isso, ele segue sem garantias de que não será preso na Operação Lava Jato.	Todos foram presos na 14ª fase da Operação Lava Jato.	3.0
11018	Os negros e jovens são maioria das vítimas de homicídios dolosos, quando há intenção de matar.	Em 2013, esse grupo representou 72% das vítimas de homicídio no país.	2.5
11019	O Brasil reduziu o desmatamento na área da Amazônia que integra seu território para um quarto do que era antes.	As conquistas do Brasil em reduzir o desmatamento na Amazônia são realmente impressionantes.	3.25
11020	Outros R$ 578 milhões vão para a administração do Fies.	Serão destinados R$ 5,178 bilhões ao Fies.	3.75
11021	Os gols do time da casa foram marcados por Auinã e Ketlen; Adriane descontou para o time de Araraquara.	O camisa 10 marcou os dois gols do Avaí.	1.75
11022	Em Paris, o índice CAC-40 perdeu 3,74%, a 4.869 pontos.	Em Lisboa, o índice PSI20 caiu 5,22%, a 5.530 pontos.	1.75
11023	A exceção são os produtos anteriores, que envolve modelos Sony Vaio.	A Sony vendeu a marca Vaio em 2014 para o grupo Japan Industrial Partners.	2.0
11024	Mas ele ouviu do brasileiro que seria mais fácil ter sucesso na Fifa.	Existe mais possibilidade na Fifa do que na CBF.	3.5
11025	Outro critério é que o candidato tenha renda familiar mensal bruta per capita de até 2,5 salários-mínimos.	Limite é a renda per capita de 2,5 salários mínimos.	4.0
11026	Além de modelo, Erasmo é cofundador do Mahamudra Brasil Lifestyle, esporte também praticado pelo ex de Gabriela.	Gabriela Pugliesi está namorando Erasmo Viana, modelo e cofundador do Mahamudra Brasil Lifestyle.	3.25
11027	Raúl construiu uma carreira legendária no Real Madrid, começando sua carreira profissional no clube espanhol em 1994, e deixando o clube em 2010.	Raúl jogou pelo Real Madrid por 16 anos.	3.5
11028	Para a final ela preparou um menu com inspiração na cozinha mineira, receita da avó da participante.	Para a última prova, ela apostou em um menu inspirado na cozinha mineira.	4.0
11029	Estou totalmente focado em terminar forte e ajudar o Cosmos a ganhar o torneio.	Agora todo meu foco está voltado a ajudar o Cosmos a ganhar o campeonato.	4.25
11030	O Ganso faz muita falta.	Já Paulo Henrique Ganso não vai para o jogo.	3.25
11031	Catorze mortes devidas ao coronavírus MERS foram registadas até sábado na Coreia do Sul.	A Mers é causada por um coronavírus da mesma família da Sars.	2.75
11032	Já nas faixas à esquerda, era grave (5 pontos), com multa de R$ 127,69.	A multa é de R$ 191 e sete pontos na carteira.	2.25
11033	A Nintendo aproveitou para anunciar um novo cenário de luta para Smash Bros, inspirada em Super Mario Maker.	Uma fase inspirada em Super Mario Maker está chegando para Super Smash Bros.	3.0
11034	No primeiro dia do metal no Rock in Rio, o casamento do dia não poderia ser diferente.	O segundo dia do Rock in Rio foi especial para os fãs metaleiros.	3.25
11035	Mais de 85% das vítimas mortais registaram-se na Arábia Saudita.	O primeiro caso de infeção humana foi registrada na Arábia Saudita em 2012.	3.25
11036	A jornalista Christiane Pelajo, 44 anos, não é mais apresentadora do Jornal da Globo.	Acabou a saga de Christiane Pelajo à frente do 'Jornal da Globo'.	4.0
11037	Entre os nomes estudados, o de Guto Ferreira foi escolhido.	A Chapecoense será o segundo clube de Guto Ferreira neste Campeonato Brasileiro.	2.25
11038	Segundo a instituição, um artefato explosivo foi arremessado de dentro de um carro.	O objeto foi arremessado contra o prédio do instituto de dentro de um carro.	3.75
11039	O traficante foi morto após uma operação conjunta da Polícia Civil e Militar.	A operação que emboscou o traficante mobilizou as polícias Civil, Federal e Militar.	3.75
11040	"Christiane Pelajo, 44, está deixando o ""Jornal da Globo""."	Christiane Pelajo irá se dedicar agora a um novo projeto.	3.25
11041	Aos 43, a Fiel foi saciada ao ver Vagner Love fazer o terceiro e fechar a goleada.	De frente para o gol, Vagner Love demorou para chutar e acabou desarmado.	2.5
11042	Vanderlei Luxemburgo foi anunciado como técnico do Tianjin Songjiang, da segunda divisão da China.	A trajetória de Vanderlei Luxemburgo na China iniciou nesta quinta-feira.	3.0
11043	Sai Henrique Meirelles, ex-presidente do Banco Central, e entra Luiza Trajano, dona da rede Magazine Luiza.	A empresária Luiza Trajano, presidente do Magazine Luiza, será a nova representante.	3.75
11044	Essa é a sensação que as principais atrações do Rock in Rio terão no festival.	Todos os convidados já passaram pelo Rock in Rio em outras edições.	2.75
11045	"Em maio do ano passado, o ator lançou um álbum intitulado ""Metal Knight""."	No ano passado, lançou o álbum Metal Knight.	4.0
11046	Além dele, o zagueiro Marlon retornou da seleção olímpica e está à disposição do treinador.	Marlon também volta após período na seleção brasileira olímpica.	3.5
11047	Falta só voltar a pegar ritmo de jogo.	Ainda pegando ritmo de jogo no seu retorno ao Grêmio.	2.5
11048	Na segunda etapa, com os reservas, Matheus Sávio e Douglas Baggio ampliaram.	Ronaldo, Douglas Baggio e Matheus Sávio tiveram sua primeira oportunidade com o treinador.	2.25
11049	O Corinthians não depende de um jogador e nem um número 9 tem de fazer todos os gols.	A gente vai ficar torcendo para ele voltar a fazer gols.	2.0
11050	Helena publicou os romances “A Chave do Poço do Abismo” e “Clareza 5”.	"Estreou na literatura em 1968, com o romance ""A chave do poço do abismo""."	3.75
11051	Os documentos incluem cópias de passaporte, comprovantes de endereço no Rio de Janeiro e assinaturas de Cunha.	Na conta da empresa Triumph SP, há uma cópia do passaporte de Cunha.	2.75
11052	Seja qual for o resultado do jogo desta quarta, o Grêmio seguirá na terceira colocação do Campeonato Brasileiro.	O Grêmio voltou a vencer no Campeonato Brasileiro, nesta quarta-feira.	2.5
11053	A bola bateu na trave e foi para o fundo das redes, sem nenhuma chance para Alisson.	A bola ainda bateu na trave antes de balançar as redes.	3.5
11054	O modelo do jato era um Embraer Phenom 300 e estava em nome da família de Bin Laden.	Ainda não há confirmação da família Bin Laden sobre a identidade das vítimas.	2.75
11055	Ainda pela manhã, outra briga deixou feridos em Betim.	Na manhã deste domingo, uma briga entre torcedores rivais envolveu tiros e deixou feridos em Belo Horizonte-MG.	3.0
11056	Para ganhar contratos com a CBF, a regra é simples: pagar subornos.	Ainda entregou a direção da CBF, acusando-a de ter recebido parte do suborno.	3.25
11057	A mensagem 306/2015 foi publicada no Diário Oficial da União de hoje.	Indicação para PGR foi publicada nesta terça-feira (11) no Diário Oficial.	1.75
11058	O clube carioca não terá o zagueiro Gum contra o Palmeiras.	Já os cariocas recebem o Palmeiras, no mesmo dia e horário, no Maracanã.	2.5
11059	A equipe alvinegra empatou após ter vencido as últimas cinco partidas na competição.	Caso vença o duelo, a equipe alvinegra terá sua melhor sequência na competição.	3.25
11060	Esse ajuste cambial não fomos nós que provocamos, nós sofremos o efeito dele.	Para a presidente, o ajuste fiscal do governo também não é estrutural.	2.5
11061	Em julho, o dólar acumula alta de 3,19%.	Com isso, o dólar comercial encerra a semana com valorização de 4,79%.	3.0
11062	Para começar, entretanto, é necessário que um dos participantes da conversa tenha uma conta no Skype.	Com isso, o participante poderá ter acesso a todas as funções do Skype.	2.5
11063	Sobre o Corinthians, Argel fez elogios a equipe do técnico Tite.	Vice de futebol do Inter, Carlos Pellegrini elogiou o trabalho de Argel Fucks.	2.0
11064	Sasha e D'Alessandro, lesionados, não poderão atuar, mas Réver vai atuar ao lado de Paulão na zaga.	Réver vai atuar ao lado de Paulão na zaga.	3.75
11065	O objetivo é agilizar processos de casos de violência doméstica contra a mulher.	Outros 8.223 processos de violência contra mulher estão em andamento.	3.0
11066	Ele condicionou o sucesso da Operação Lava Jato, da Polícia Federal, à manutenção do procurador-geral no cargo.	Renan é um dos 48 políticos investigados pelo procurador-geral na Operação Lava Jato.	2.0
11067	Aos 24, o Leão ainda ameaçou o gol de Tiago, que substituiu o suspenso Marcelo Grohe.	O primeiro chute do Leão em gol foi defendido por Tiago.	3.0
11068	A cena não deixou de ser notificada por Wagner do Nascimento Magalhães na súmula da partida que garantiu que Haissam tentou atingir o quarto árbitro.	Na súmula, Wagner do Nascimento garantiu que Haissam tentou atingir o quarto árbitro.	4.0
11069	Foi o site Lancenet que registrou em primeira mão a presença da autoridade no Mané Garrincha.	Trata-se também do maior público do Mané Garrincha.	1.5
11070	Qualquer mulher que descobre que está com câncer perde o chão.	O câncer de mama é a doença que mais mata mulheres no Brasil.	2.25
11071	Luana Piovani está curtindo muitos todos os momentos da maternidade.	Luana Piovani está aproveitando o domingo (27) para curtir a companhia dos filhos.	3.5
11072	O volume de água desviado era de 150 mil litros por mês, segundo a Sabesp.	Já no Centro, uma lanchonete também usava água desviada da rede de distribuição da Sabesp.	2.75
11073	O primeiro jogo da nossa série de transmissões será, claro, Super Mario Bros.	Ontem, 13 de setembro, foi o trigésimo aniversário de lançamento de Super Mario Bros.	2.5
11074	As informações são do jornal O Estado de S. Paulo.	As informações são de reportagem publicada hoje na Folha de São Paulo.	3.25
11075	Na segunda etapa, Aubameyang foi derrubado, e o árbitro apontou a penalidade.	Aubameyang foi derrubado dentro da área e o árbitro marcou pênalti.	4.0
11076	O Coritiba surpreendeu logo no começo da partida com apagão e gol.	Logo no início do jogo, um apagão e gol do Coritiba.	3.75
11077	Netinho da Bahia foi novamente internado nesta quarta-feira no Hospital Sírio-Libanês, no bairro da Bela Vista, região central de São Paulo.	O cantor Netinho da Bahia foi internado no Hospital Sírio-Libanês, em São Paulo, nesta quarta-feira.	4.0
11078	Suspeitam que meu corpo não precisa mais da válvula que instalaram no meu cérebro.	Netinho ainda explicou a necessidade da válvula que tem no cérebro.	3.25
11079	De cara, o Citroën C4 Picasso impressiona pelo amplo espaço interno.	A Citroën está apresentando a nova família C4 Picasso.	2.75
11080	Robinho cobrou escanteio, Rafael Marques desviou e Jackson balançou a rede no Allianz Parque.	Após cobrança de escanteio por Robinho, Rafael Marques desviou e Jackson colocou para o fundo da rede.	4.0
11081	A atriz Fabiana Karla passou por um susto e tanto, na noite de sábado, dia 8.	No carro com Fabiana Karla estavam o marido e a mãe da atriz.	2.75
11082	Por recomendação de Janot, Aécio foi excluído da lista de políticos investigados da Operação Lava Jato.	"Janot diz não ter levado em consideração ""questões políticas"" na Lava Jato."	2.5
11083	O departamento financeiro contava com a verba do patrocinador Viton, que atrasou em dois meses.	O depósito está atrasado por conta da falta de pagamento da parcela de um dos patrocinadores.	4.0
11084	Ele enfrentará a concorrência do Porsche Macan e do BMW X5.	Outros modelos citados pela montadora foram o Audi Q5 e o BMW X3.	2.25
11085	O Ministério Público já divulgou nota a respeito da recondução de Janot para mais um mandato de dois anos.	Dilma confirmará indicação de Janot para novo mandato de dois anos.	3.5
11086	Gilberto sabe do sacrifício que é a gente pedir para a companheira Dilma viajar e falar.	Lula lamentou também a resistência de Dilma a viajar.	3.25
11087	No mês de junho a maior temperatura foi 35,5°C, na região do Pantanal.	Já no dia 31 de agosto os termômetros sul-mato-grossenses registraram 40,3°C no Pantanal.	3.5
11088	O termo que deverá ser apresentado na Cidade do Rock pode ser impresso no site do festival.	É preciso apresentar um termo de autorização que pode ser encontrado no site.	3.75
11089	A montadora lançou mundialmente o Discovery Sport há um ano, assim, a produção nacional do Discovery Sport continua mantida.	Há um ano a montadora lançou mundialmente o Discovery Sport.	3.5
